gene_id	padj	log2FoldChange	probesetID
AT5G15120	0.001374175	-1.68	250152_at
AT1G33590	0.0315275	-1.38	245768_at
AT3G58760	0.035448268	-1.3	251542_at
AT1G51460	0.001069289	-1.74	260515_at
AT5G14470	0.000594833	1.994364542	250182_at
AT2G14160	0.0000147	2.464535375	263281_at
AT3G18000	0.000000912	-2.71	258218_at
AT4G22570	0.004805081	-1.51	254328_at
AT5G27000	0.018637522	-1.59	246802_at
AT1G56020	0.0000123	2.906888379	262088_at
AT4G31240	0.0105946	-1.63	253519_at
AT5G51670	0.000118126	-1.93	248423_at
AT1G03920	0.043156953	-1.53	265038_at
AT1G21140	0.0000388	-2.42	261448_at
AT2G18230	0.019457154	-1.35	265339_at
AT5G47560	0.026539408	-1.28	248756_at
AT3G59110	0.019377929	1.371377785	251500_at
AT1G69870	0.000136649	-3.2	260410_at
AT1G67830	0.005890717	-1.36	245215_at
AT1G32190	0.039454338	-1.56	245784_at
AT1G62660	0.0000426	1.731908441	265118_at
AT1G33110	0.002020665	-1.58	261618_at
AT3G56400	0.023805543	-1.73	251705_at
AT5G47780	0.045029711	1.199375163	248721_at
AT3G24050	0.031522405	1.236529907	256916_at
AT5G44670	0.002787269	-1.53	249011_at
AT5G63690	0.025384051	1.340825321	247339_at
AT5G46780	0.013261039	-1.38	248868_at
AT5G60250	0.036408309	1.277298953	247615_at
AT4G36730	0.005576339	1.382594521	246211_at
AT5G05880	0.011115751	-1.78	250746_at
AT1G28280	0.04261421	-1.3	245666_at
AT3G18070	0.009444007	-1.31	258147_at
AT1G02340	0.009328982	-1.38	259417_at
AT4G26750	0.024511094	1.51802147	253953_at
AT3G52500	0.00000988	-2.35	252048_at
AT3G24460	0.006692326	-1.39	256619_at
AT2G16060	0.0134746	-1.28	263096_at
AT3G52720	5.05E-08	-8.92	252011_at
AT1G11090	0.033606928	-1.33	260474_at
AT4G12440	0.0000141	-2.45	254816_at
AT1G48330	0.0000169	-3.57	262236_at
AT4G31800	0.000807476	1.795159714	253485_at
AT3G30180	0.000124839	-1.68	256598_at
AT4G21990	0.015364618	-1.46	254343_at
AT1G61380	0.009731884	-1.49	264767_at
AT2G34260	0.007177117	-1.42	267004_at
AT4G34600	0.0000544	-2.15	253246_at
AT5G06250	0.0000109	-2.27	250719_at
AT3G15410	0.011507639	1.278593876	258390_at
AT4G28460	0.039293542	1.274934123	253796_at
AT2G42030	0.022097294	1.454401337	267539_at
AT5G04270	0.031920534	1.226547999	245695_at
AT4G30290	0.0000696	-1.96	253608_at
AT2G39390	0.024510014	-1.34	266980_at
AT2G33640	0.043833392	1.336478124	255848_at
AT2G31730	0.001466813	1.572175123	263467_at
AT4G34970	0.000250098	-1.77	253217_at
AT5G66380	0.005055901	-1.39	247092_at
AT2G21560	0.00000326	-3.28	263545_at
AT4G36920	0.018156075	-1.27	246217_at
AT5G66540	0.00860109	-1.41	247046_at
AT5G20960	0.000576978	-1.81	246133_at
AT3G32000	0.004439964	1.400929367	256840_x_at
AT1G13710	0.000000169	-3.78	256099_at
AT3G47570	0.008656769	-1.41	252378_at
AT2G37130	0.029593952	-1.47	265471_at
AT5G25890	0.00000116	-3.31	246861_at
AT2G35730	0.000361262	-2.05	265796_at
AT2G20570	0.016217878	-1.6	263715_at
AT1G49470	4.49E-08	-9.01	262396_at
AT4G29780	0.028775656	1.414972923	253643_at
AT1G62380	0.0000848	-1.73	260637_at
AT2G46830	0.019599758	1.457281084	266719_at
AT3G02110	0.008507326	-1.28	258857_at
AT1G67480	0.004857821	1.418426863	264229_at
AT2G42280	0.039293542	-1.37	267628_at
AT1G52870	0.000563121	1.432799816	260155_at
AT3G21890	0.00000756	2.463337941	257262_at
AT1G11710	0.011651271	-1.46	262810_at
AT5G13080	0.0000099	-2.79	245976_at
AT1G13970	0.048064505	-1.32	262664_at
AT1G17410	0.022829957	1.276883286	261030_at
AT5G61420	0.018995692	-1.28	247549_at
AT5G53950	0.024795782	1.382623333	248240_at
AT1G49380	0.009291201	1.449787621	262397_at
AT1G01720	0.002828688	1.823334041	261564_at
AT5G07010	0.00000302	-3.57	250662_at
AT5G58150	0.032503536	-1.27	247850_at
AT4G32270	0.028977299	1.31583564	253474_at
AT4G28250	0.001042391	-1.54	253815_at
AT1G79260	0.008738452	1.351215055	264098_at
AT5G62810	0.017490378	1.346869427	247422_at
AT4G18390	0.000950137	-1.48	254670_at
AT2G34190	0.007381436	-1.54	267006_at
AT3G28340	0.030773479	1.47163781	256633_at
AT1G69780	0.00000573	2.072528727	260395_at
AT1G24330	0.018864608	1.453813722	264862_at
AT5G43700	0.001036065	-1.82	249109_at
AT1G68170	0.001101259	-2.21	260433_at
AT2G02080	0.00000756	-3.38	266110_at
AT4G05590	0.049609093	1.627627214	255243_at
AT3G62450	0.0111921	1.280013893	251240_at
AT3G19300	0.0168714	1.362663663	258010_at
AT4G14430	0.016165391	1.291847754	245359_at
AT1G64670	0.005952726	-1.41	261949_at
AT4G35490	0.041329521	-1.21	253138_at
AT5G54730	0.009530891	1.417050741	248124_at
AT2G47800	0.007516458	-1.6	266464_at
AT2G46600	0.000336875	-1.49	265460_at
AT5G15100	0.009116288	-1.43	246544_at
AT5G54510	7.49E-09	-7.07	248163_at
AT5G16810	0.002006095	1.658793192	246449_at
AT4G34250	0.014500886	-1.61	253285_at
AT1G30330	0.049469462	-1.29	256311_at
AT2G36360	0.000939575	1.481986688	257431_at
AT5G24910	0.004569993	1.983678299	246978_at
AT1G21460	0.0000223	-2.18	260876_at
AT4G33530	0.024387606	1.306602781	253330_at
AT5G29000	0.029132489	1.26038649	246724_at
AT3G02930	0.002347958	1.628570003	258661_at
AT4G20320	0.002347958	-1.6	254490_at
AT5G47230	0.003235003	1.522421216	248799_at
AT1G67810	0.00000226	-4.31	245193_at
AT5G09270	0.023831284	1.230284733	245893_at
AT1G80670	0.042357545	1.22157454	261896_at
AT4G18970	0.0000966	-1.73	254609_at
AT5G10970	1.82E-08	5.667230737	250396_at
AT5G10750	0.00196335	1.605308662	250399_at
AT2G33810	0.002637151	1.578016522	267460_at
AT5G57330	0.034591695	-1.36	247929_at
AT1G52920	0.033684105	1.312181045	260145_at
AT4G36710	0.029193281	1.304828646	246230_at
AT4G23670	0.003094126	-1.4	254225_at
AT1G03905	0.035880698	1.274598473	265093_at
AT5G57660	0.009059837	1.286749108	247921_at
AT4G24960	0.010304862	-1.39	254085_at
AT1G64710	0.00000213	-2.27	262870_at
AT3G56840	0.018751038	1.282244573	246348_at
AT1G22330	0.000238283	1.591599196	255969_at
AT2G31010	0.002406633	1.651826533	267201_at
AT1G31710	0.009298857	1.285223441	246601_at
AT2G30600	0.029850135	1.317977952	267524_at
